LEMMA	FREQUENCY	RANGE	UDP
שחקן	105.82	8651	12,613.95
סוכן	106.83	8570	12,590.35
תני	98.64	12338	12,578.92
רץ	98.53	11630	12,532.24
ההוא	99.43	11584	12,522.00
שלם	95.55	13358	12,492.23
שלב	98.98	11500	12,478.43
פתוח	96.43	12827	12,465.94
חלון	98.73	11414	12,448.83
איתה	96.34	12929	12,412.61
עמוק	96.44	12460	12,393.48
מרכז	99.29	10929	12,382.10
שומר	97.66	11831	12,352.66
פ	97.73	11502	12,326.17
מעמד	96.65	11840	12,313.84
שעשה	93.56	13540	12,283.06
חשש	96.14	12296	12,279.36
ק	104.35	8246	12,276.94
חך	97.29	11749	12,275.74
הוכיח	96.36	11951	12,263.14
ייתכן	100.63	10136	12,259.43
שנוכל	94.29	13339	12,227.21
טום	109.65	5829	12,227.18
אצטרך	93.98	13342	12,208.73
תקופה	95.31	11999	12,165.49
כבד	95.19	11980	12,159.65
מהירות	97.15	10975	12,149.82
שכר	96.45	11152	12,141.03
שלט	95.73	12031	12,131.46
התחתן	100.46	9118	12,116.66
לפה	99.95	9858	12,108.53
יכל	95.77	11541	12,093.68
מסוים	94.24	12276	12,081.97
מרחק	95.23	11900	12,074.07
מאושר	96.31	11038	12,061.54
החלק	93.62	12666	12,044.81
בעצם	95.39	11350	12,038.70
בירה	97.97	10361	12,027.57
חייך	93.32	12577	12,001.40
בר	95.34	11298	11,991.55
עוזר	94.92	11674	11,975.83
רגל	94.51	11455	11,975.62
בנק	102.96	7262	11,942.09
העריך	92.03	12680	11,909.84
זיהה	93.99	11751	11,892.34
טלוויזיה	98.20	9566	11,874.32
כביש	97.48	9677	11,833.28
האשים	92.69	12138	11,829.36
תגיד	91.94	12195	11,809.98
אכן	95.50	10630	11,809.60
נצטרך	92.24	12496	11,803.66
וב	91.07	12447	11,799.22
שמונה	93.89	11034	11,794.78
פרנק	109.13	4156	11,722.69
פרט	91.84	11925	11,704.02
נישואין	97.21	9134	11,654.43
שדה	95.58	9777	11,653.74
אביך	97.35	9280	11,646.50
ם	93.39	10857	11,622.68
עצור	94.74	9969	11,598.82
נפגע	91.83	11568	11,584.18
ידיד	93.52	10365	11,524.33
קרב	93.78	10203	11,497.44
ר	93.64	10008	11,482.76
קלט	92.53	10591	11,441.88
תסתכל	90.70	11244	11,381.56
מכתב	96.48	7863	11,380.72
הפחיד	89.45	11866	11,351.92
השנה	91.50	10483	11,348.33
שכנע	89.20	11976	11,345.38
התרחק	90.19	11527	11,334.51
רגש	91.16	10886	11,309.03
שבר	89.28	11673	11,304.57
התקרב	88.58	12090	11,294.13
מעניין	88.40	12116	11,288.93
גישה	90.20	11205	11,286.08
הוגן	89.12	11626	11,273.59
ע	91.50	10061	11,245.14
הללו	95.52	8080	11,228.36
ויתר	88.70	11732	11,217.31
קר	89.51	10900	11,167.88
שופט	95.67	7427	11,148.90
נפטר	88.40	11360	11,146.73
צפון	91.14	9785	11,106.91
עדיף	86.97	11850	11,039.94
אירוע	88.79	10547	11,012.65
נו	90.12	10079	11,006.79
ברית	92.53	8500	10,977.05
הבחר	87.17	11356	10,964.78
ארבעה	88.03	10579	10,964.41
סמל	95.67	6868	10,940.66
רעב	88.17	10755	10,937.00
רצון	87.76	10723	10,908.17
דן	92.91	7700	10,881.90
הכה	87.37	10523	10,853.90
אבן	92.09	8200	10,849.61
איום	87.46	10677	10,847.59
פגש	85.17	11762	10,845.77
זבל	89.73	9105	10,803.07
הידי	85.94	11046	10,770.86
הסתיים	85.13	11512	10,742.17
הלאה	84.86	11215	10,654.23
נקי	85.41	10838	10,649.69
לאט	87.63	9232	10,607.85
סקס	91.36	7981	10,597.71
לאחרונה	83.74	11795	10,589.28
אחרת	82.17	12093	10,543.32
תראו	84.65	10783	10,465.97
זהיר	83.93	10768	10,458.12
זין	92.29	6072	10,437.30
התגעגע	84.83	10209	10,406.50
תקווה	83.91	10662	10,396.82
אבטחה	88.36	8487	10,391.76
חטף	85.14	9866	10,383.19
ראוי	83.35	10716	10,379.05
כעס	83.58	10766	10,363.10
נחש	82.60	11043	10,307.23
תכנן	81.84	11352	10,289.05
גיבור	86.81	8501	10,276.52
מולד	92.44	5476	10,266.64
פרס	87.24	7932	10,264.43
מכירה	84.74	9343	10,253.83
אנושי	86.22	9023	10,252.97
ג	87.19	8009	10,233.42
היסטוריה	82.86	10043	10,210.95
שהייה	80.11	11779	10,198.62
עבורך	83.65	9891	10,193.19
מחשבה	81.10	11067	10,161.03
סביב	81.09	10810	10,149.76
סגן	90.44	5969	10,149.25
פנה	81.00	10759	10,123.09
התעורר	81.45	10636	10,092.96
הריח	82.25	10142	10,056.82
תיקן	81.78	10546	10,053.67
עלי	79.63	11528	10,053.16
גבול	82.24	9761	10,015.48
רשת	83.90	8897	10,008.24
נשבע	80.59	10431	9,994.46
אמריקה	84.61	8024	9,991.76
יגע	80.51	10380	9,978.10
מידה	79.88	10674	9,973.10
זהב	85.44	7341	9,941.34
כיצד	84.64	7981	9,929.39
מישהי	80.92	10164	9,872.38
נדבר	78.53	11122	9,865.93
כניסה	79.45	10563	9,865.11
מקור	81.02	9702	9,859.33
מעשה	79.71	10331	9,846.09
ממשלה	85.59	6709	9,814.41
היטב	79.21	10445	9,808.53
תיכון	82.49	8548	9,793.41
מנה	80.37	9390	9,756.09
ביקר	78.52	10469	9,745.40
אורח	79.08	10094	9,730.11
עשרה	80.04	9185	9,712.40
נהרג	80.13	9546	9,700.47
חתונה	87.07	5747	9,697.32
הדע	77.32	11125	9,695.32
ריק	81.76	8480	9,686.53
דרש	77.86	10705	9,674.68
בפני	77.94	10488	9,658.03
מורה	82.34	7817	9,626.10
הפה	78.57	9761	9,620.86
צחק	78.02	10313	9,614.25
מוכר	77.12	10646	9,599.85
שטות	77.72	9762	9,593.07
תלוי	76.01	11185	9,576.28
החבב	79.58	9143	9,560.52
הושלם	77.06	10624	9,552.39
קבע	76.58	10636	9,546.81
רואה	77.06	10948	9,544.91
משום	80.34	8509	9,535.93
גן	79.64	8807	9,526.59
טיסה	82.21	7279	9,523.55
אלייך	78.14	9960	9,517.83
עשי	76.60	10993	9,511.87
מקומי	77.49	9921	9,504.75
הפסיד	77.96	9441	9,500.86
סגור	76.32	10525	9,483.09
חן	78.86	8825	9,469.23
שלישי	76.90	9673	9,433.39
חירום	79.14	8933	9,419.71
גאה	76.32	10180	9,417.79
התחה	77.55	9242	9,416.76
תנועה	77.32	9386	9,413.11
לשעבר	77.90	9252	9,412.99
טען	77.16	9634	9,408.22
פול	85.39	5004	9,406.32
ארון	79.30	8585	9,390.43
אגב	75.36	10783	9,367.74
נערה	79.83	7758	9,339.59
נער	78.44	8471	9,336.01
העמיד	75.05	10781	9,329.74
בעצמך	73.90	11272	9,306.95
השקר	76.21	9914	9,301.44
חש	76.70	9585	9,300.91
עצמך	73.87	11145	9,294.70
הסתדר	74.51	10726	9,283.55
תת	75.21	10301	9,279.69
תחושה	75.66	9992	9,278.80
תקף	77.29	9368	9,266.38
סאם	88.78	2995	9,254.07
עשית	73.74	11109	9,239.13
בסיס	78.21	8149	9,234.94
ראשי	75.85	9411	9,231.71
דיווח	76.23	9390	9,221.82
המשך	74.32	10453	9,211.77
בוודאי	77.55	8438	9,210.24
מכונה	79.07	7700	9,208.38
מסעדה	78.83	7812	9,207.55
נה	78.16	8091	9,200.76
העלה	73.80	10511	9,196.40
אילו	76.64	8987	9,191.95
כיתה	78.45	7924	9,190.79
דרום	77.65	8014	9,170.26
דעתך	73.65	10610	9,138.47
מטר	77.08	8290	9,130.02
מאית	73.88	10630	9,123.86
בחינה	74.33	9702	9,121.21
הוד	86.27	3402	9,107.65
ניקה	74.17	10171	9,097.14
מסע	76.82	8288	9,059.91
משמעות	74.09	9692	9,035.61
מייק	84.60	3797	9,034.92
ברירה	73.77	10242	9,012.95
נת	72.38	10760	9,011.77
אסף	72.94	10389	9,009.57
פרץ	74.69	9273	9,008.13
מיס	81.81	4864	8,998.39
מאחור	73.00	10141	8,995.95
עצוב	74.15	9531	8,981.81
סיכון	73.78	9540	8,954.15
השג	73.23	9964	8,949.94
שיקר	73.75	9589	8,925.65
תעש	72.48	10224	8,905.53
דפק	73.49	9071	8,882.95
בקושי	71.52	10689	8,881.42
אינך	78.72	6351	8,867.84
מבחן	76.08	7633	8,866.38
שמש	75.25	8076	8,857.26
סיבוב	74.11	8575	8,848.93
חלל	79.26	5949	8,831.06
אחוז	74.39	8209	8,819.50
ריצה	72.94	9286	8,819.44
הודיע	71.47	10053	8,810.55
אצבע	73.33	8982	8,799.93
אוקי	83.42	3380	8,771.88
מחנה	78.27	5866	8,750.22
אתקשר	71.59	9724	8,739.83
יוצא	70.21	10314	8,721.92
מחלה	74.95	7442	8,681.28
עסקה	72.82	8375	8,627.60
בחירה	70.99	9557	8,606.10
כמוני	69.41	10338	8,582.00
חמישה	70.99	8933	8,560.00
זר	70.76	9107	8,538.19
וידא	69.26	10373	8,518.29
חוקי	70.81	8773	8,514.75
המקס	82.94	2320	8,508.88
דג	74.35	6691	8,501.89
סכין	73.25	7486	8,486.21
התנהג	69.17	10000	8,482.26
פארק	74.25	6859	8,481.98
מכיוון	72.91	7401	8,473.49
קווין	80.37	3475	8,468.03
לימד	69.75	9280	8,460.21
הסתיר	69.66	9576	8,434.89
חשוד	73.69	6911	8,429.54
משקה	69.90	8853	8,391.27
רשות	69.84	8881	8,375.51
נולד	69.11	9172	8,352.49
חוסר	68.35	9667	8,343.58
שונא	70.02	8872	8,334.30
נייר	69.96	8194	8,301.40
סיפק	68.18	9530	8,297.80
התנצל	68.50	9438	8,295.24
עור	69.57	8760	8,293.55
מילא	67.67	9922	8,291.53
חופש	69.05	8735	8,288.24
תהה	67.50	9984	8,278.63
נתחיל	67.58	9890	8,276.04
הנרי	78.76	3142	8,265.99
מבצע	70.58	7751	8,248.31
סופר	70.22	7748	8,244.52
נותר	69.33	8667	8,243.64
הציג	67.39	9316	8,240.69
חיפוש	69.40	8614	8,230.39
מסלול	70.68	7400	8,211.42
שישה	68.07	8819	8,204.76
רשם	67.51	9321	8,198.11
זיכרון	70.15	7858	8,190.02
ד	73.90	5300	8,168.78
קרע	67.83	9067	8,158.06
טס	70.70	6852	8,141.74
אוטובוס	71.80	6220	8,124.53
וסונכרן	72.09	7477	8,122.32
טובה	66.35	9796	8,111.12
דומה	66.70	9468	8,105.21
רד	70.21	6967	8,096.60
זוז	69.58	7380	8,094.90
שרף	68.27	8449	8,073.81
לוח	67.81	8404	8,048.16
אהה	73.91	4792	8,047.65
הרים	66.07	9306	8,044.01
אמן	68.76	7372	8,041.75
קפץ	66.48	9033	8,005.97
רחב	66.29	9012	8,003.23
שבע	67.55	8047	8,002.10
קבל	69.74	6785	7,989.35
משוגע	66.20	8867	7,970.55
מאחר	65.90	9169	7,953.03
הרוויח	66.19	8729	7,941.47
חמור	66.40	8732	7,937.15
פרצוף	66.58	8664	7,932.61
קרן	68.92	6985	7,931.39
מעבדה	70.27	6544	7,923.31
טבעי	66.33	8723	7,921.74
הר	67.03	8081	7,915.85
חינם	66.27	8849	7,903.30
חף	67.34	7999	7,895.44
חיה	66.20	8865	7,891.22
איים	66.55	8465	7,884.63
מסיבה	68.04	7388	7,871.14
הבנה	64.54	9531	7,870.26
אויב	68.24	7390	7,869.80
בדיחה	65.89	8586	7,868.75
טיול	66.57	8283	7,862.74
שמך	65.55	8584	7,857.16
מוזיקה	69.33	5991	7,856.90
עיתון	67.12	7243	7,846.65
ירוק	66.82	7803	7,834.70
רפואי	67.32	7660	7,815.03
נפרד	65.29	8817	7,809.07
ביל	71.75	4379	7,808.86
אלכס	75.42	2698	7,790.45
רצפה	65.54	8497	7,782.81
שק	67.14	7458	7,782.73
שוגע	65.13	8487	7,778.79
מועצה	71.39	4552	7,764.51
חתם	65.72	7878	7,759.27
גודל	64.58	8786	7,756.58
סבתא	69.91	5492	7,752.99
דלק	67.43	7062	7,750.54
תפסיקי	66.47	7923	7,749.12
מחקר	67.78	6819	7,746.76
שורה	64.53	8574	7,743.31
קיץ	67.01	6942	7,730.84
שד	69.29	5812	7,721.27
כולה	64.62	8963	7,705.20
מעצר	66.62	7312	7,703.70
החרא	67.08	6475	7,687.39
ריי	74.20	2636	7,675.92
אשם	65.24	7897	7,672.29
בקבוק	65.31	7928	7,670.30
הפתעה	64.30	8657	7,666.46
שיער	64.71	8404	7,655.37
דני	73.16	3056	7,642.42
חתיך	63.74	8795	7,639.28
אסיר	66.43	6890	7,617.10
הרגשה	63.19	9093	7,609.26
לם	63.39	8955	7,605.72
כתובת	64.69	8098	7,604.00
אשמה	63.26	9037	7,578.37
אחורי	63.42	8617	7,576.93
מצלמה	66.67	6383	7,563.59
אישור	64.98	7328	7,555.70
כחול	64.90	7245	7,533.35
גוש	62.51	8928	7,528.07
אוהבה	63.32	8556	7,527.18
הגב	63.44	8354	7,526.47
התייחס	62.16	9036	7,522.59
הבוס	64.53	7564	7,511.32
מדה	62.53	8757	7,485.72
מיל	63.03	8306	7,481.68
רשמי	62.21	8877	7,473.40
עשיר	63.37	7762	7,469.88
התחל	61.30	9398	7,469.04
שכב	63.37	8272	7,468.22
שת	61.85	9151	7,455.12
מזון	65.44	6648	7,436.90
נשמה	64.36	7269	7,434.73
שרד	63.29	8413	7,428.76
נמשך	61.82	8918	7,427.80
הצביע	64.80	6562	7,421.65
משנה	61.58	8886	7,386.27
האבא	65.62	6049	7,375.07
אחורה	62.61	7796	7,372.01
מטבח	62.83	7957	7,366.85
בודד	61.76	8508	7,354.19
קיר	62.61	7888	7,350.90
בלבד	61.19	8703	7,335.79
נמוך	61.25	8578	7,329.36
מראה	61.52	8384	7,320.32
שוק	62.24	7574	7,294.45
הופעה	63.80	6517	7,282.32
רוסי	66.04	4900	7,254.31
התערב	60.58	8670	7,254.16
מכה	61.70	7748	7,249.77
קחי	61.56	8240	7,248.55
שימוש	60.71	8581	7,242.15
קלות	60.03	8976	7,239.12
חבורה	60.73	8433	7,233.69
קבלה	60.76	8296	7,227.12
גל	62.01	7603	7,217.87
מבוגר	60.87	8308	7,213.99
שמן	62.12	7144	7,184.47
טוע	60.03	8793	7,180.64
הגניב	61.70	7849	7,180.59
חקר	61.04	7960	7,157.35
ול	59.50	8693	7,154.55
אן	65.37	4682	7,142.36
התקדם	59.79	8622	7,137.68
למ	61.16	7542	7,127.79
עת	60.02	8172	7,118.46
מעלה	61.30	7253	7,117.10
נזוז	62.15	6905	7,112.79
מאות	60.66	7689	7,105.27
מלבד	59.57	8493	7,103.98
עצב	59.86	8053	7,092.58
חוזה	62.11	6286	7,081.63
חום	61.06	7375	7,077.01
הסוכן	65.23	4728	7,076.93
תגובה	60.06	7913	7,069.82
רקד	62.16	6138	7,069.61
מנע	59.47	8661	7,067.64
פתאום	59.13	8351	7,052.34
כנסייה	63.96	5072	7,045.72
חד	59.27	8355	7,024.51
עשרים	60.52	7112	7,018.20
סוד	60.01	7925	7,010.32
ט	63.32	5342	7,006.44
כוס	59.56	7723	7,005.01
פקודה	62.38	6132	7,002.99
הרי	59.38	7930	6,999.56
אנא	60.92	6878	6,994.97
בוס	63.24	5150	6,975.47
הריון	63.20	5266	6,973.34
ענק	59.63	7658	6,957.64
תנאי	58.87	7743	6,929.67
אמש	60.53	7005	6,929.10
שפה	58.80	7818	6,929.06
קצב	59.44	7333	6,919.18
בינתיים	57.88	8700	6,901.66
מתן	58.64	7942	6,900.43
אביא	57.89	8735	6,896.43
נשוי	58.95	7468	6,893.34
הגיש	58.28	7917	6,883.57
תשומה	57.62	8650	6,881.22
עצם	59.37	7174	6,862.69
קומה	60.06	6614	6,860.88
קבר	59.48	7105	6,848.18
נמאס	57.83	8271	6,844.62
יאלל	63.47	3994	6,824.88
קם	57.18	8153	6,808.09
שון	66.77	1988	6,800.97
סוס	60.59	5818	6,793.10
הופתע	56.92	8747	6,786.07
פינה	58.02	7722	6,782.33
קדוש	59.90	6135	6,771.41
פועל	57.31	7866	6,762.06
הצלח	56.68	8792	6,761.35
מבלי	57.49	7976	6,757.87
הוראה	57.96	7478	6,743.18
כלפי	57.14	8056	6,735.59
מסתכל	56.38	8261	6,729.05
שמעה	56.05	8668	6,707.01
הזמנה	57.41	7531	6,695.02
עמדה	57.04	7623	6,687.30
דניאל	64.55	2678	6,685.99
שניכם	56.24	8595	6,684.12
אנרגיה	59.83	5890	6,679.05
שתוק	57.82	6955	6,667.19
חופשה	57.97	6740	6,665.89
טעה	55.91	8582	6,648.48
לאומי	58.27	6283	6,643.76
צרת	56.39	7987	6,640.60
הפעיל	56.63	7857	6,629.75
הלכה	56.21	8174	6,628.62
זירה	59.17	5890	6,623.14
בלש	60.71	4708	6,619.41
קצין	59.80	5078	6,614.23
נזק	56.76	7689	6,610.27
חזה	56.99	7140	6,583.88
הזהיר	55.71	8331	6,580.04
מופע	59.42	5382	6,577.26
סי	59.72	4961	6,570.67
עייף	55.76	7818	6,560.28
רצי	55.04	8643	6,549.58
יכסתל	55.44	7841	6,541.42
האהוב	55.74	8014	6,532.48
הביט	56.17	7236	6,530.19
שעשית	54.72	8794	6,525.53
עוף	56.80	6654	6,508.34
מרי	61.66	3271	6,502.52
מסמך	57.55	6010	6,500.99
משפחתי	55.68	7707	6,474.76
טקס	57.48	6093	6,469.01
פסק	55.19	7569	6,460.57
החל	55.42	7483	6,457.31
תעופה	57.38	5804	6,448.44
רמז	55.62	7339	6,438.90
תשלום	55.28	7289	6,431.45
תקשורת	56.35	6428	6,422.14
מכשיר	56.61	6241	6,370.65
דואר	56.34	6011	6,348.44
תפתח	55.15	6924	6,344.19
השיחה	54.08	7804	6,335.69
טרי	57.16	5312	6,328.93
עליון	54.44	7177	6,324.58
כנס	54.71	7096	6,324.18
תקע	53.75	7966	6,316.76
כריס	61.33	2337	6,304.20
נהר	56.90	5292	6,301.72
חשמל	56.64	5684	6,300.33
עף	54.65	7017	6,299.38
הממ	58.37	4278	6,289.16
יהודי	60.10	2799	6,288.34
קהל	55.03	6314	6,287.85
שישי	55.04	6420	6,285.62
רכבת	56.00	5673	6,275.98
אזרח	55.04	6340	6,274.06
גנרל	60.39	2669	6,270.61
יער	57.34	5191	6,268.16
התרחש	54.03	7292	6,265.47
דמות	54.32	6881	6,241.36
שתדע	52.78	8381	6,240.86
צדקה	53.40	8064	6,236.86
דואג	53.11	7965	6,235.15
מיקום	54.95	6647	6,232.63
שיטה	54.14	6910	6,230.90
תזוז	54.09	7034	6,230.72
טווח	54.00	7111	6,225.84
סופי	55.42	5766	6,218.03
תשע	54.16	6612	6,211.46
זיין	56.62	4465	6,201.09
אניח	52.14	8348	6,192.05
גג	54.11	6622	6,190.05
הגופה	55.29	6103	6,190.05
בלעדי	52.63	8036	6,188.33
לואיס	58.90	3011	6,173.27
נאמר	52.43	7751	6,170.87
מארק	58.96	2909	6,167.12
כף	52.81	7555	6,163.69
אום	56.66	4683	6,161.50
מעורב	52.71	7529	6,156.92
נוראי	53.36	7592	6,154.38
ביצה	54.05	6482	6,150.19
סבא	56.79	4430	6,150.12
תלמיד	55.47	5355	6,145.67
מגרש	54.69	5907	6,143.31
בעלך	54.24	6422	6,142.87
אריק	59.65	2525	6,136.50
חוזר	52.16	7966	6,131.24
יו	56.28	4483	6,126.79
צילם	54.21	6109	6,126.39
נרצח	54.63	6032	6,124.86
שיא	54.60	5659	6,124.18
פתר	52.69	7482	6,123.76
ביטל	52.87	7351	6,117.84
סביר	52.34	7550	6,107.99
צו	54.43	5720	6,096.27
קום	53.87	5937	6,094.86
יין	54.03	6156	6,090.45
קצה	51.66	7920	6,089.74
דוקטור	56.60	4152	6,088.61
דחוף	52.01	7523	6,086.58
אומץ	52.36	7200	6,080.95
הסכם	53.84	6130	6,075.90
וש	51.19	7968	6,061.96
אחותי	53.30	6686	6,061.93
אחריות	51.81	7444	6,057.46
השפיע	51.97	7600	6,056.79
בידי	53.01	6679	6,041.59
מעוניין	51.77	7513	6,039.24
לארי	57.38	3194	6,033.07
חווה	52.26	7032	6,009.96
צילום	53.30	5971	6,005.41
זימן	51.25	7850	6,005.16
פרופסור	56.79	3415	6,000.20
קריירה	51.85	6884	5,998.18
סרטן	54.79	4811	5,993.09
שכונה	53.08	6030	5,990.76
אדי	58.05	2391	5,988.68
חשף	51.97	7137	5,985.03
מזמן	50.88	7803	5,977.60
אמצא	51.07	7855	5,967.89
הפיל	51.45	7272	5,964.95
רדיו	53.54	5318	5,959.02
באמצעות	51.87	6984	5,957.09
דמיין	50.82	7654	5,933.99
קלארק	58.65	1711	5,929.31
נורה	53.47	5309	5,922.26
ביקור	50.87	7385	5,916.77
ציור	54.77	4185	5,907.37
מאמן	56.47	2834	5,902.10
קרקע	52.04	6252	5,900.76
דון	56.48	2870	5,893.62
בכדי	54.46	4432	5,874.19
אתגר	54.02	4450	5,868.71
תעשי	50.71	7463	5,864.20
מדבר	50.86	6712	5,826.82
פי	51.72	5846	5,822.05
חלש	50.55	7136	5,818.93
צר	50.48	6951	5,805.16
דפוק	51.28	5967	5,795.62
עמוד	50.46	6626	5,792.48
חמדה	49.81	7388	5,790.63
הן	50.54	6755	5,784.57
עורר	49.60	7448	5,783.48
השפעה	50.15	6957	5,773.63
דה	53.10	4405	5,772.06
אהוב	50.22	6863	5,770.52
סטיב	55.65	2657	5,770.35
שומע	50.26	6865	5,765.46
התחשב	49.43	7612	5,764.13
לונדון	53.55	3803	5,763.44
שמאל	50.30	6366	5,752.48
דיברה	49.31	7602	5,751.99
אימון	51.26	5861	5,751.69
משותף	49.56	7389	5,739.59
הטריד	49.16	7418	5,724.77
חזיר	51.05	5766	5,715.35
גשם	51.08	5535	5,715.15
פעמיים	48.90	7524	5,710.31
משקל	50.34	6178	5,708.95
הוסיף	48.69	7648	5,700.60
עזוב	50.05	6332	5,693.89
התקבל	49.52	6816	5,688.13
ביטוח	51.09	5388	5,684.73
מנצח	50.18	6021	5,674.88
חשד	49.22	7042	5,666.85
משרה	50.05	6085	5,665.60
אוזן	49.54	6565	5,660.53
הסתבר	49.46	7230	5,659.59
מסביב	48.58	7255	5,658.40
לכה	49.22	6808	5,655.40
השיער	49.83	6498	5,652.66
מש	48.97	7168	5,646.05
במ	49.26	6674	5,645.33
רגעי	49.68	6587	5,644.08
שבעים	52.42	3863	5,643.12
הפסקה	49.09	6903	5,636.16
סיום	49.55	6221	5,624.87
קייט	55.02	2121	5,612.08
אחיך	50.34	5839	5,608.34
תי	48.96	6690	5,582.12
מאיתנו	47.91	7553	5,566.45
נצא	48.02	7287	5,560.02
תחום	48.08	6898	5,550.45
בריא	48.27	6929	5,544.13
גיהינום	49.39	6086	5,543.08
לאל	47.94	7334	5,539.86
בקשה	48.21	6702	5,537.02
בזבז	47.43	7436	5,519.87
קשוח	48.21	6648	5,517.01
מחוז	49.76	5236	5,515.67
אטפל	47.72	7349	5,508.51
הם	49.86	5046	5,507.72
ימין	49.01	5576	5,495.69
מנהיג	49.56	5348	5,484.50
עיירה	51.10	4150	5,482.03
קריאה	47.97	6620	5,475.08
עצום	47.90	6408	5,473.18
ואיך	46.67	7568	5,455.04
פיל	51.26	3670	5,451.16
גז	49.12	5252	5,449.16
נסיעה	47.44	6757	5,448.78
כפר	49.93	4665	5,448.13
ח	47.28	6872	5,442.42
פנוי	47.71	6661	5,438.48
חלם	47.86	6327	5,435.79
יציאה	47.79	6516	5,435.53
אולם	48.57	5446	5,433.43
שבת	48.33	5708	5,424.79
מך	46.86	7102	5,420.26
זאב	51.75	3260	5,418.62
גבירותיי	48.05	5723	5,417.42
תקשיבי	47.60	6663	5,414.45
מוטב	48.58	5648	5,413.56
מעולה	47.41	6758	5,411.04
ואשינגטון	49.61	4396	5,401.49
סגנון	47.12	6509	5,396.20
תתן	46.88	6964	5,390.84
הבדל	46.43	7050	5,390.82
צבאי	48.87	5054	5,389.37
נפש	47.14	6493	5,386.26
גברתי	48.95	5038	5,385.93
אהרג	47.60	6390	5,378.03
חור	47.57	6065	5,374.60
ליל	48.80	5136	5,371.82
יבש	47.18	6565	5,368.55
בובי	52.38	2153	5,368.54
העיף	46.50	6852	5,366.27
תחרות	49.15	4648	5,365.43
הזדיין	48.57	4801	5,363.40
עתה	47.52	6011	5,357.59
דו	48.83	4841	5,357.09
זוזה	49.34	4370	5,348.67
הלם	46.74	6603	5,343.85
פעיל	46.99	6502	5,339.38
נעצר	46.59	6644	5,335.86
טיפשי	46.66	6706	5,325.88
ישו	49.06	4203	5,325.01
מתקן	48.45	5279	5,323.04
עצבני	46.43	6698	5,320.31
סקוט	51.39	2672	5,320.22
הכריח	46.29	7100	5,318.70
בובה	48.60	4966	5,318.27
הוכרח	48.19	5464	5,317.02
שלושת	46.43	6581	5,316.12
חשבת	45.70	7460	5,308.98
תמך	46.49	6466	5,303.54
חלב	47.73	5395	5,290.02
ניצחון	47.48	5418	5,288.84
רבותיי	47.41	5281	5,286.87
לימודים	46.93	5870	5,286.63
זמני	45.71	7079	5,274.64
הארי	50.99	2379	5,271.08
במה	47.46	5074	5,262.96
עוצר	45.79	6749	5,258.06
שאעשה	45.50	7276	5,257.12
סוחר	47.68	4967	5,249.78
חגג	45.94	6609	5,247.73
אוניברסיטה	47.26	5065	5,245.33
נתה	45.36	7198	5,240.46
העניק	46.14	6340	5,227.48
פרח	46.75	5610	5,225.94
מכם	45.36	7018	5,223.02
טבע	46.40	5934	5,221.27
האט	47.65	4927	5,217.04
התנהגות	45.65	6511	5,211.41
טביעה	48.04	4517	5,204.46
דוגמה	45.27	6744	5,202.70
התנגד	46.36	5641	5,196.89
בלה	47.63	4718	5,194.38
ספורט	46.71	5418	5,193.36
קסם	47.61	4697	5,177.56
גורל	46.71	5508	5,175.70
מודאג	44.87	6889	5,172.59
נעדר	46.94	5466	5,170.95
הכנס	46.04	5874	5,163.30
רדף	45.20	6783	5,159.15
תיאר	44.72	6788	5,155.06
תפר	45.46	6344	5,153.71
אדבר	44.55	7056	5,144.17
רוברט	48.74	3147	5,140.12
נשימה	45.87	5843	5,138.11
אחריי	45.14	6587	5,135.91
אוו	48.65	3458	5,131.98
תהליך	45.40	6115	5,125.91
זרם	45.55	5850	5,117.01
ירייה	46.13	5226	5,112.55
לעתים	44.53	6532	5,105.88
רווח	44.92	6207	5,105.62
שימש	44.75	6533	5,105.08
מזרח	45.60	5478	5,095.14
קן	45.61	5619	5,085.80
לוחם	47.04	4427	5,084.14
דר	48.93	2801	5,078.10
הום	47.09	4105	5,072.65
מתאים	44.05	6845	5,070.22
מיטב	44.15	6781	5,065.83
חוף	45.36	5554	5,065.70
שטן	46.69	4445	5,061.39
דעת	44.22	6702	5,061.00
התעלם	44.16	6735	5,058.03
אמונה	45.60	5303	5,056.67
אות	44.68	6118	5,045.07
בחירות	46.94	3942	5,044.02
דחה	44.08	6615	5,037.44
הכרה	44.45	6312	5,031.18
קיבלתי	45.58	5238	5,016.22
קייל	49.91	1578	5,014.88
בילה	43.62	6956	5,011.16
המתין	44.13	6156	4,997.78
נחשב	43.53	6614	4,996.99
רגוע	43.92	6189	4,992.74
סונכרן	45.79	5170	4,991.95
טי	47.05	3504	4,990.31
מדברה	43.79	6729	4,984.65
התכונן	43.46	6646	4,980.96
הל	44.64	5509	4,980.83
וקחים	43.33	6813	4,979.68
ראשון	43.92	5928	4,977.03
פיט	48.27	2338	4,971.54
לאורך	43.54	6280	4,969.19
תביעה	45.97	4055	4,965.50
הס	45.22	4866	4,960.11
בעד	43.88	6242	4,959.09
גרמני	47.77	2436	4,956.74
ציבור	44.07	5641	4,955.78
בתחה	43.82	5909	4,954.84
כיס	43.71	6097	4,947.00
השתתף	43.73	6117	4,945.62
נסה	43.66	6218	4,942.17
התחמק	43.38	6566	4,941.24
ענקי	43.61	6325	4,936.82
