LEMMA	RANK	DISPERSION	FREQUENCY	RANGE
רובין	2180	16.14	31.16	3.27
הצבעה	2181	16.14	30.20	5.56
משלי	2182	16.12	28.58	10.93
השקיע	2183	16.12	28.68	9.86
אגיע	2184	16.11	28.58	10.84
פיקוד	2185	16.11	29.60	7.54
תרבות	2186	16.10	29.18	8.49
מקצוע	2187	16.09	28.61	9.83
ראיון	2188	16.08	29.47	7.19
גרג	2189	16.07	31.02	3.29
חובה	2190	16.07	28.88	9.35
וכעת	2191	16.05	29.05	9.23
שים	2192	16.04	28.44	10.19
אמיץ	2193	16.04	28.74	9.89
הבטח	2194	16.02	28.51	10.53
אשאר	2195	16.01	28.40	10.85
נפץ	2196	16.01	29.55	7.13
משא	2197	15.99	28.99	8.61
בחן	2198	15.99	28.46	10.23
סטן	2199	15.98	31.01	2.83
ברכותיי	2200	15.97	28.72	9.46
הולדה	2201	15.97	29.35	7.33
ראשית	2202	15.94	28.35	10.16
לוסי	2203	15.93	30.80	3.06
וא	2204	15.93	29.13	7.52
פוטר	2205	15.92	28.93	8.33
רעש	2206	15.92	28.49	9.84
תיר	2207	15.91	28.92	8.55
צל	2208	15.90	29.01	8.30
דניס	2209	15.86	30.50	3.51
און	2210	15.86	28.56	9.17
לרוס	2211	15.85	30.61	3.28
ישירות	2212	15.85	28.15	10.47
שבעה	2213	15.84	28.45	9.26
נסיבה	2214	15.82	28.20	10.18
שתרץ	2215	15.82	27.98	10.96
הסירה	2216	15.81	29.40	6.32
חנה	2217	15.81	28.82	8.12
פוליטי	2218	15.80	28.81	7.49
ניל	2219	15.79	30.68	2.55
אמרתי	2220	15.78	27.87	10.77
עריכה	2221	15.77	28.15	10.31
צוחקה	2222	15.77	28.23	10.28
צינור	2223	15.77	28.76	8.26
מולי	2224	15.77	29.55	5.63
ראיין	2225	15.76	29.60	5.23
אפריקה	2226	15.76	29.53	5.61
מועמד	2227	15.76	29.02	7.01
תבע	2228	15.73	28.47	8.39
חצות	2229	15.73	28.30	9.37
שוחרר	2230	15.72	28.08	10.14
הבט	2231	15.71	28.56	8.27
המטען	2232	15.70	28.62	8.19
תרם	2233	15.70	28.20	9.32
מניע	2234	15.70	28.41	8.75
פרסם	2235	15.69	28.32	8.66
תביאי	2236	15.69	28.20	9.75
נתפס	2237	15.69	27.92	10.41
שי	2238	15.69	28.32	8.84
ורה	2239	15.66	28.39	8.39
הסתבך	2240	15.64	27.84	10.21
הבטן	2241	15.63	28.16	9.39
נסיך	2242	15.63	28.95	6.82
גסס	2243	15.63	28.44	8.79
ואן	2244	15.60	29.32	5.51
פיצה	2245	15.60	28.77	7.66
הישאר	2246	15.60	28.35	8.64
שירת	2247	15.59	27.93	9.71
גרר	2248	15.59	27.76	10.32
אלכוהול	2249	15.58	28.22	8.99
רעות	2250	15.57	27.77	10.42
מריה	2251	15.56	29.61	4.27
באינטרנט	2252	15.56	28.15	8.97
הקל	2253	15.56	27.62	10.57
הועיל	2254	15.55	27.68	10.49
אלוק	2255	15.55	30.10	3.07
טיילר	2256	15.55	29.91	3.54
בארי	2257	15.52	30.08	2.51
ס	2258	15.51	28.40	7.87
בזהירה	2259	15.50	27.72	9.77
תפסיקו	2260	15.50	28.15	8.65
אלפים	2261	15.49	28.07	8.32
צייד	2262	15.48	28.86	6.48
שחרור	2263	15.48	28.00	8.63
נייט	2264	15.48	30.01	2.73
עודד	2265	15.45	27.60	10.07
למר	2266	15.43	27.69	9.17
באס	2267	15.42	28.00	8.97
נטל	2268	15.39	27.94	8.88
השמיע	2269	15.37	27.97	8.49
שפשוט	2270	15.34	27.28	10.58
זרע	2271	15.33	28.38	6.65
אירופה	2272	15.32	28.01	7.47
וידאו	2273	15.32	27.88	8.36
ימני	2274	15.31	27.76	8.33
עשן	2275	15.31	27.51	9.07
חנק	2276	15.30	27.66	8.93
שתק	2277	15.28	27.22	9.92
כובע	2278	15.27	27.81	8.25
כואב	2279	15.26	27.31	10.10
פטריק	2280	15.25	29.29	3.57
צליל	2281	15.25	27.61	8.84
מו	2282	15.25	27.81	7.83
הקיא	2283	15.16	27.37	9.14
שוקולד	2284	15.16	27.74	8.05
ידיעה	2285	15.15	27.02	10.12
משפטי	2286	15.15	27.50	8.18
בכיר	2287	15.15	27.58	7.92
זומן	2288	15.15	27.27	9.06
פצוע	2289	15.14	27.57	8.47
יקום	2290	15.14	28.04	6.91
יא	2291	15.14	27.44	8.21
כנגד	2292	15.12	27.39	8.60
תהיתי	2293	15.11	26.88	10.46
חוויה	2294	15.11	27.25	8.88
מל	2295	15.11	27.76	7.40
סמכות	2296	15.10	27.30	8.73
אוקיינוס	2297	15.09	28.08	6.31
יחס	2298	15.09	26.94	9.71
יעד	2299	15.08	27.44	8.15
להו	2300	15.08	27.12	9.41
התלבש	2301	15.07	26.91	9.80
טיילור	2302	15.06	28.74	4.01
נבדק	2303	15.06	26.98	9.89
סבלנות	2304	15.04	26.92	9.77
התמקד	2305	15.04	26.93	9.79
המצלמה	2306	15.02	27.51	7.50
וו	2307	15.00	28.19	5.30
חורף	2308	14.97	27.46	7.55
הזיק	2309	14.97	26.80	10.27
שנלך	2310	14.97	26.76	10.35
כומר	2311	14.95	28.06	5.55
התגעגיע	2312	14.95	27.03	9.01
קרבה	2313	14.93	26.82	9.99
עלייה	2314	14.93	26.94	8.94
הייק	2315	14.93	28.03	5.48
דגל	2316	14.92	27.53	6.55
תוקף	2317	14.89	26.77	9.46
קטלני	2318	14.89	26.89	9.19
ציון	2319	14.89	27.24	7.91
הברך	2320	14.88	26.72	8.94
מוקד	2321	14.85	27.11	8.27
מלאך	2322	14.84	27.42	7.00
עימות	2323	14.83	26.83	8.80
ידוע	2324	14.80	26.39	9.97
יכאל	2325	14.80	26.56	9.73
שאת	2326	14.80	26.59	9.65
מייל	2327	14.80	27.17	7.23
דוב	2328	14.79	27.67	6.07
מוסד	2329	14.78	27.04	7.50
ערפד	2330	14.78	28.70	3.16
ישיבה	2331	14.78	26.81	8.37
חוב	2332	14.77	27.01	7.67
האחה	2333	14.77	27.24	7.41
הה	2334	14.75	26.69	8.69
ידך	2335	14.75	26.39	9.55
קים	2336	14.73	28.33	3.54
היפרד	2337	14.73	26.65	9.27
הלן	2338	14.72	28.37	3.27
עצמי	2339	14.72	26.57	9.04
התא	2340	14.70	27.63	5.45
לעבוד	2341	14.67	26.09	10.12
צירוף	2342	14.67	26.46	9.23
הסריח	2343	14.65	26.35	9.27
הבר	2344	14.64	26.82	7.77
עיקרי	2345	14.62	26.19	9.39
רבקה	2346	14.62	28.37	2.82
כשאה	2347	14.62	26.25	9.88
הדיים	2348	14.61	26.46	8.89
הצא	2349	14.61	26.26	9.83
התקיים	2350	14.58	26.21	9.37
תתקשר	2351	14.57	26.15	9.48
תתחיל	2352	14.56	25.95	10.02
עדות	2353	14.54	26.63	7.48
יידע	2354	14.54	26.01	9.79
הנסיך	2355	14.54	27.61	4.64
לתמיד	2356	14.53	26.14	9.77
אחור	2357	14.52	26.08	9.21
השראה	2358	14.50	26.21	8.64
קניון	2359	14.50	27.03	6.52
קולנוע	2360	14.49	26.72	6.84
מף	2361	14.49	26.07	9.22
אספקה	2362	14.49	26.51	8.27
זהות	2363	14.48	26.36	8.56
מחק	2364	14.47	26.35	8.52
סיגריה	2365	14.46	26.34	7.64
סיימון	2366	14.44	28.03	2.63
תנסה	2367	14.44	25.79	9.94
לידי	2368	14.43	25.80	9.77
אפ	2369	14.43	25.89	9.56
שכבה	2370	14.43	26.19	8.82
ומ	2371	14.42	25.68	9.93
מרפאה	2372	14.39	26.96	6.20
תר	2373	14.38	26.02	8.31
תקיפה	2374	14.37	26.29	7.98
עיוור	2375	14.37	26.14	8.20
פציעה	2376	14.36	26.28	8.11
ביצוע	2377	14.35	25.73	9.18
עוקב	2378	14.35	25.85	9.29
נדמה	2379	14.33	26.08	8.10
איכשהו	2380	14.33	25.69	9.96
קופר	2381	14.32	27.65	3.33
תיקון	2382	14.30	25.99	8.49
הקסם	2383	14.30	26.38	7.31
התלונן	2384	14.30	25.65	9.54
משכורת	2385	14.29	25.89	8.32
תשתוק	2386	14.27	26.07	8.26
יופ	2387	14.26	25.81	8.74
הערה	2388	14.26	25.69	8.95
חתימה	2389	14.25	25.89	8.30
נאנח	2390	14.25	27.69	2.58
אוליבר	2391	14.24	27.72	2.46
רוצח	2392	14.23	25.89	8.54
מטורף	2393	14.23	25.48	9.70
הנייד	2394	14.22	26.16	7.50
קופסה	2395	14.21	25.89	8.47
אר	2396	14.19	26.48	5.96
בבר	2397	14.18	25.87	8.35
בנייה	2398	14.18	25.91	7.89
נביא	2399	14.18	25.81	8.39
אליזבת	2400	14.17	27.10	3.93
לימוד	2401	14.14	25.67	8.41
רצית	2402	14.13	25.31	9.91
מרחב	2403	14.12	25.80	8.13
סיני	2404	14.09	26.00	6.95
עצה	2405	14.09	25.26	9.65
קנייה	2406	14.09	25.57	8.59
נדע	2407	14.08	25.33	9.75
גארי	2408	14.08	27.28	2.74
רני	2409	14.07	25.48	9.10
תקשיבו	2410	14.06	25.47	8.82
אנוש	2411	14.06	26.21	6.64
שמאלה	2412	14.06	25.76	7.28
אוצר	2413	14.05	26.21	5.89
חמצן	2414	14.04	26.28	5.93
נאבק	2415	14.03	25.39	8.77
זרוק	2416	14.03	25.65	7.70
טיפוס	2417	14.02	25.27	8.84
הירח	2418	14.02	26.08	6.26
אביב	2419	13.99	25.80	6.77
עדן	2420	13.99	25.62	7.75
מטופש	2421	13.97	25.26	9.37
נתקע	2422	13.97	25.15	9.41
פיליפ	2423	13.97	26.87	3.40
בוך	2424	13.95	25.42	8.14
ריב	2425	13.93	25.26	8.77
כדורגל	2426	13.93	25.99	5.86
מתישהו	2427	13.92	25.01	9.51
מערבי	2428	13.91	25.41	7.69
שלקח	2429	13.89	24.89	9.93
צעק	2430	13.89	25.09	8.82
ראסל	2431	13.89	26.99	2.55
הרובה	2432	13.89	25.83	6.33
בהרבה	2433	13.89	24.84	9.80
ממם	2434	13.87	26.05	5.70
יועץ	2435	13.87	25.44	7.40
התאם	2436	13.85	24.95	9.28
דק	2437	13.85	24.94	9.37
ארז	2438	13.84	25.33	7.86
השריף	2439	13.83	26.24	5.02
בטי	2440	13.82	26.77	2.74
הכריז	2441	13.81	24.93	8.75
צחוק	2442	13.81	25.15	7.91
הבהיר	2443	13.80	24.72	9.65
מדהים	2444	13.79	24.78	9.37
הורשה	2445	13.78	24.84	8.96
אמנדה	2446	13.77	26.81	2.35
מתק	2447	13.76	24.81	9.25
תספר	2448	13.75	24.78	9.50
דופן	2449	13.75	24.83	8.74
תיבה	2450	13.74	25.41	6.88
שמאלי	2451	13.73	24.99	8.02
האצבעת	2452	13.73	24.87	8.73
רפאי	2453	13.72	25.56	6.43
השטות	2454	13.71	24.55	9.10
השמלה	2455	13.71	25.36	6.67
קורס	2456	13.70	25.20	7.23
תזה	2457	13.67	25.84	5.06
התווכח	2458	13.67	24.61	9.06
סל	2459	13.66	25.10	7.41
המוזיקה	2460	13.66	25.18	6.97
נתיב	2461	13.65	25.12	7.55
מור	2462	13.65	25.50	5.92
בגללך	2463	13.63	24.59	9.35
הרחק	2464	13.62	24.78	8.60
ערבות	2465	13.62	24.95	7.48
הכומר	2466	13.61	25.72	4.99
שמלה	2467	13.60	25.03	7.25
ויקטור	2468	13.60	26.34	2.82
להד	2469	13.60	24.42	9.67
הבטחה	2470	13.60	24.60	8.80
הרכב	2471	13.57	24.83	7.87
קייסי	2472	13.56	26.58	1.80
מורגן	2473	13.55	26.15	3.17
אשלח	2474	13.55	24.34	9.49
ביקורת	2475	13.54	24.84	7.37
בעקבות	2476	13.54	24.42	8.98
לוויה	2477	13.53	25.02	7.04
הכובע	2478	13.53	24.87	7.10
שטף	2479	13.53	24.45	8.95
תשכח	2480	13.45	24.19	9.23
ניקי	2481	13.45	25.99	2.97
דבש	2482	13.44	24.99	6.39
רישיון	2483	13.44	24.52	7.83
מחזה	2484	13.44	25.10	5.57
נתראה	2485	13.41	24.27	8.93
בכי	2486	13.41	24.41	8.15
ימינה	2487	13.41	24.62	6.90
מלוכלך	2488	13.39	24.20	8.63
ברזל	2489	13.39	24.77	6.77
בלגן	2490	13.38	24.15	8.89
החליק	2491	13.35	24.26	8.24
חזית	2492	13.34	24.31	7.74
היגיון	2493	13.33	24.23	8.49
ציוד	2494	13.33	24.32	8.20
זויף	2495	13.31	24.39	7.78
תוציא	2496	13.30	24.20	8.38
לאחור	2497	13.30	24.03	8.61
תעזר	2498	13.29	24.28	8.35
מארי	2499	13.28	25.45	3.78
בנך	2500	13.28	24.55	7.38
כושי	2501	13.27	25.34	3.30
בקרה	2502	13.26	24.87	5.78
קונגרס	2503	13.26	25.27	3.80
עולמי	2504	13.26	24.32	7.26
צהוב	2505	13.25	24.38	7.20
הקוד	2506	13.24	24.72	6.22
מחורבן	2507	13.24	24.11	7.87
סר	2508	13.24	25.16	4.35
סוכר	2509	13.23	24.30	7.35
טרור	2510	13.23	24.68	6.10
גלידה	2511	13.23	24.55	6.85
אזהרה	2512	13.23	24.17	8.11
מונה	2513	13.21	24.28	7.16
הרח	2514	13.21	24.30	7.26
היזהר	2515	13.21	23.97	8.38
משבר	2516	13.21	24.15	7.73
לאבי	2517	13.21	24.40	7.17
תלונה	2518	13.21	24.19	7.59
סייע	2519	13.19	24.07	8.22
חמוש	2520	13.18	24.15	7.96
בעלים	2521	13.18	23.76	8.90
אקרא	2522	13.18	23.69	9.18
הרוצה	2523	13.17	23.76	8.87
בוטח	2524	13.17	24.11	7.92
תלה	2525	13.16	23.73	9.09
נעול	2526	13.16	23.94	8.57
הפ	2527	13.14	24.06	7.63
עני	2528	13.14	23.80	8.41
הבל	2529	13.13	23.79	8.77
לצערי	2530	13.12	23.79	8.67
הדק	2531	13.12	23.90	8.30
תוכלו	2532	13.11	23.72	9.01
אפריל	2533	13.11	24.76	4.62
בעט	2534	13.10	23.80	8.21
מחוזי	2535	13.10	24.49	5.74
תנס	2536	13.10	23.73	9.04
דקר	2537	13.10	24.33	6.65
הספה	2538	13.10	24.04	7.79
תוספת	2539	13.09	23.73	8.75
כונה	2540	13.09	23.78	8.34
מגי	2541	13.08	25.42	2.71
שתמצא	2542	13.07	23.59	9.38
מירוץ	2543	13.05	24.74	4.44
מגניב	2544	13.04	23.82	8.38
האדון	2545	13.04	24.25	6.04
ייצר	2546	13.03	23.86	7.69
נפשי	2547	13.03	23.65	8.32
גבירתי	2548	13.02	24.29	5.84
הרגע	2549	13.02	23.91	7.28
תשמר	2550	13.01	23.54	8.79
העריץ	2551	13.00	23.49	8.48
אחלה	2552	12.99	24.04	7.23
פרידה	2553	12.98	23.83	7.65
תקין	2554	12.97	23.82	7.61
תה	2555	12.97	23.73	7.62
תתרחק	2556	12.96	23.68	8.10
קליפורניה	2557	12.96	23.96	6.29
הפס	2558	12.96	23.46	8.67
נואש	2559	12.95	23.50	8.62
הקרח	2560	12.94	24.35	5.42
נעבר	2561	12.93	23.33	9.16
מונית	2562	12.93	23.78	6.86
מלכתחילה	2563	12.93	23.39	9.09
ליגה	2564	12.93	24.02	6.28
כתבה	2565	12.93	24.10	5.86
באת	2566	12.93	23.34	9.17
תמורת	2567	12.92	23.61	8.05
דרק	2568	12.90	25.06	2.66
שלג	2569	12.90	24.20	5.57
ההרגשה	2570	12.89	23.37	8.86
שנאה	2571	12.89	23.67	7.45
תישאר	2572	12.88	23.44	8.25
אבקש	2573	12.86	23.26	8.83
האנה	2574	12.82	25.14	1.96
עברה	2575	12.81	23.17	9.11
סטפן	2576	12.81	24.97	2.39
האומן	2577	12.81	23.20	8.42
נטה	2578	12.80	23.16	8.76
רובי	2579	12.80	24.63	3.36
אפל	2580	12.79	23.73	7.12
משלך	2581	12.79	23.07	9.19
ציהרי	2582	12.79	23.27	8.46
קייטי	2583	12.76	24.81	2.52
החתול	2584	12.76	23.87	5.98
המעיל	2585	12.76	23.50	7.17
ניפגש	2586	12.76	23.17	8.61
חטיפה	2587	12.75	23.84	6.04
יידי	2588	12.74	23.25	8.21
סנטור	2589	12.74	24.48	3.30
ופשוט	2590	12.73	22.98	8.77
ספנסר	2591	12.73	24.83	2.22
חפר	2592	12.71	23.31	7.75
אחזור	2593	12.70	23.00	8.83
תושב	2594	12.69	23.40	7.13
זאק	2595	12.69	24.83	2.07
התאבד	2596	12.69	23.43	6.97
אנגלי	2597	12.68	23.43	6.49
טוד	2598	12.67	24.68	2.55
זכוכית	2599	12.66	23.23	7.53
עבירה	2600	12.65	23.14	7.60
הבזבז	2601	12.64	22.84	8.91
קליע	2602	12.63	23.74	5.57
שמירה	2603	12.63	23.04	8.26
עולה	2604	12.63	22.72	8.67
קיצוני	2605	12.62	23.08	7.64
כתיבה	2606	12.62	23.23	6.88
העליב	2607	12.61	22.84	8.73
יישן	2608	12.60	23.05	8.03
התפשט	2609	12.60	23.04	7.92
רוע	2610	12.59	23.08	7.95
וכל	2611	12.57	22.73	8.91
גונב	2612	12.55	22.93	8.09
אגף	2613	12.55	23.35	6.22
שיכול	2614	12.53	22.62	9.09
רימה	2615	12.52	22.80	8.10
הביס	2616	12.51	23.15	7.29
נס	2617	12.51	22.81	7.97
פקח	2618	12.50	22.78	8.16
גרמניה	2619	12.50	23.76	3.94
חליפה	2620	12.50	22.95	7.40
נקב	2621	12.50	22.89	7.64
פיצוץ	2622	12.48	23.04	7.07
דאגה	2623	12.47	22.70	8.49
שליח	2624	12.47	23.17	6.61
אדע	2625	12.46	22.58	8.80
בירור	2626	12.46	22.60	8.49
מטופל	2627	12.45	23.35	5.94
נדיב	2628	12.45	22.61	8.31
סיוט	2629	12.45	22.74	8.15
יעיל	2630	12.44	22.65	8.26
אסון	2631	12.43	22.62	8.09
נאמנות	2632	12.42	22.80	7.48
בוש	2633	12.41	22.88	6.64
שפך	2634	12.41	22.51	8.52
מפלגה	2635	12.40	23.48	4.19
פגשה	2636	12.40	22.45	8.62
אופנוע	2637	12.39	23.39	5.13
הסיע	2638	12.38	22.59	8.02
קלאסי	2639	12.36	22.56	8.03
הפרח	2640	12.34	22.85	6.61
הפרעה	2641	12.33	22.63	7.71
שאינך	2642	12.31	22.56	7.63
הפסד	2643	12.31	22.51	7.59
מק	2644	12.30	23.24	4.66
רישום	2645	12.30	22.64	7.37
ברוס	2646	12.30	23.73	2.96
חיבור	2647	12.29	22.63	7.45
הודו	2648	12.29	23.14	5.07
עבריין	2649	12.28	22.74	6.63
אס	2650	12.28	23.10	5.09
רך	2651	12.27	22.41	7.79
משלוח	2652	12.27	22.60	7.41
התקשרה	2653	12.26	22.35	8.30
ממתי	2654	12.25	22.23	8.72
אקס	2655	12.25	23.17	5.06
עותק	2656	12.23	22.41	7.46
פרסום	2657	12.21	22.49	6.61
הצהרה	2658	12.20	22.31	7.41
הצוואר	2659	12.19	22.30	7.98
וינסנט	2660	12.19	23.72	2.40
שנתה	2661	12.17	22.05	8.89
טכני	2662	12.17	22.20	7.96
ניגש	2663	12.16	22.13	7.93
וייט	2664	12.16	23.55	2.91
מוט	2665	12.16	22.65	6.07
דרישה	2666	12.15	22.22	7.64
חנייה	2667	12.14	22.38	7.32
יציב	2668	12.14	22.21	8.02
רכש	2669	12.13	22.12	7.95
פן	2670	12.13	22.54	6.37
שיניים	2671	12.13	22.21	7.62
השיב	2672	12.12	22.23	7.67
לקראת	2673	12.11	21.98	8.31
בואי	2674	12.11	22.18	7.59
התבגר	2675	12.10	22.15	7.92
אמי	2676	12.10	22.35	7.08
ארמון	2677	12.10	22.93	4.61
ממזר	2678	12.09	22.26	7.06
מעלתך	2679	12.09	23.52	2.51
המנוע	2680	12.07	22.44	6.29
שתוכלי	2681	12.07	22.01	8.67
התנגדות	2682	12.06	22.34	6.45
מאי	2683	12.06	22.01	7.21
וכן	2684	12.04	21.88	8.31
מע	2685	12.02	21.93	7.79
שסיפר	2686	12.02	21.82	8.65
נצח	2687	12.02	22.05	7.52
יומי	2688	12.01	21.81	8.22
כבש	2689	12.01	22.21	6.82
קדם	2690	12.01	21.88	8.07
המשאי	2691	12.01	22.53	5.49
מיפחיד	2692	12.01	21.89	8.26
מבריק	2693	12.00	21.82	7.73
מדיניות	2694	11.98	22.07	6.81
אתחיל	2695	11.97	21.69	8.81
קופה	2696	11.97	22.06	6.93
ביטוי	2697	11.96	21.81	7.80
החביא	2698	11.96	21.95	7.77
הארנק	2699	11.96	22.18	6.56
היר	2700	11.95	22.27	6.18
רוז	2701	11.95	22.98	3.41
הסכמה	2702	11.95	21.86	7.81
זריקה	2703	11.95	22.00	7.08
ידעתי	2704	11.95	21.70	8.56
תענוג	2705	11.94	21.74	8.01
בעיניי	2706	11.93	21.86	7.50
מטען	2707	11.93	22.04	7.00
תפוח	2708	11.92	22.15	6.44
מנייה	2709	11.92	22.46	4.77
ולמה	2710	11.91	21.59	8.67
סרן	2711	11.91	23.05	2.73
סידר	2712	11.89	21.68	8.02
תחזיק	2713	11.88	21.83	7.31
חושך	2714	11.86	21.88	7.03
השקעה	2715	11.86	21.97	6.33
גאס	2716	11.86	23.31	1.45
נוכחי	2717	11.85	21.63	7.91
חומד	2718	11.85	22.38	5.00
חפש	2719	11.85	21.61	8.03
בניגוד	2720	11.84	21.52	8.36
חוששה	2721	11.84	21.65	8.06
טינה	2722	11.84	22.26	5.31
צועק	2723	11.83	21.73	7.27
טל	2724	11.82	21.63	7.60
בריון	2725	11.82	21.93	6.45
בראון	2726	11.81	22.60	3.60
מוזיאון	2727	11.80	22.36	4.77
גניבה	2728	11.77	21.63	7.48
עליכם	2729	11.77	21.47	8.04
מודיעין	2730	11.77	22.13	5.48
אשיג	2731	11.77	21.43	8.21
יודעה	2732	11.77	21.78	7.07
הוזמן	2733	11.76	21.44	8.14
הנ	2734	11.76	21.81	6.79
זהה	2735	11.75	21.45	8.14
לווה	2736	11.74	21.38	8.02
הציק	2737	11.74	21.42	7.86
שובר	2738	11.73	21.41	7.88
נייד	2739	11.72	21.75	6.57
איטי	2740	11.71	21.41	7.60
מעלית	2741	11.70	21.84	6.05
העז	2742	11.70	21.46	7.37
הולכה	2743	11.69	21.35	8.18
כיום	2744	11.68	21.47	6.99
אבדק	2745	11.67	21.27	8.49
הכרחי	2746	11.66	21.28	8.14
נשאה	2747	11.65	21.41	7.34
הרביץ	2748	11.64	21.51	6.82
אצא	2749	11.64	21.21	8.32
מבינה	2750	11.63	21.22	8.26
ויכוח	2751	11.63	21.26	7.66
הדג	2752	11.62	21.80	5.53
איטלקי	2753	11.62	21.70	5.63
בגדול	2754	11.61	21.16	7.89
לויס	2755	11.61	22.95	1.36
האל	2756	11.60	21.99	4.93
חבוב	2757	11.60	21.75	5.82
כב	2758	11.60	21.34	7.06
הרוצח	2759	11.60	21.63	6.12
מצטערה	2760	11.59	21.25	8.15
חכמה	2761	11.59	21.17	8.05
שמועה	2762	11.59	21.28	7.39
אובדן	2763	11.59	21.32	7.47
שבאת	2764	11.57	21.05	8.45
חומה	2765	11.57	21.50	6.58
שומן	2766	11.57	21.58	5.99
אופנה	2767	11.56	21.62	5.76
מרוצה	2768	11.56	21.03	7.95
ולך	2769	11.55	20.96	8.37
איפשהה	2770	11.54	21.05	8.25
מזרחי	2771	11.53	21.29	6.86
הגדיר	2772	11.53	21.12	7.51
דמעה	2773	11.53	21.20	7.10
האפשרי	2774	11.52	21.04	8.14
אשמתי	2775	11.52	21.08	8.11
צמוד	2776	11.51	21.09	7.48
שבור	2777	11.49	21.03	7.89
ברט	2778	11.49	22.37	2.46
הציוד	2779	11.47	21.16	7.15
גיד	2780	11.47	20.96	8.05
בעינ	2781	11.46	20.92	7.58
תוישאר	2782	11.43	21.12	7.19
התחבר	2783	11.43	20.99	7.72
אשאל	2784	11.43	20.81	8.29
דף	2785	11.42	20.99	7.31
שרצי	2786	11.41	20.79	8.33
שריפה	2787	11.40	21.23	6.46
רקע	2788	11.40	20.90	7.34
הקריב	2789	11.39	20.98	7.41
תסריט	2790	11.39	21.41	4.93
מאמר	2791	11.39	21.29	5.47
בעיני	2792	11.39	20.83	7.55
חולשה	2793	11.38	20.97	7.37
תזיז	2794	11.38	20.82	7.24
הרב	2795	11.38	20.70	8.25
בתוככי	2796	11.37	20.80	8.21
המטופל	2797	11.37	21.59	4.84
אליוט	2798	11.37	22.19	2.24
חיוני	2799	11.36	20.87	7.58
מילר	2800	11.35	21.85	3.41
רוסיה	2801	11.35	21.63	4.13
גבעה	2802	11.35	21.13	5.91
בזבוז	2803	11.34	20.70	8.03
האכל	2804	11.34	20.85	7.41
כועסה	2805	11.34	20.90	7.54
ארל	2806	11.32	22.11	2.20
כשיש	2807	11.32	20.63	8.21
תרצה	2808	11.32	20.68	7.96
מאט	2809	11.32	21.94	2.92
סאלי	2810	11.32	21.95	2.63
דמיון	2811	11.31	20.78	7.12
תעצר	2812	11.31	20.91	6.86
סה	2813	11.29	21.90	2.81
הפריד	2814	11.29	20.72	7.57
נקם	2815	11.28	20.90	7.13
אצליח	2816	11.28	20.61	7.91
סתום	2817	11.27	20.76	7.23
חסם	2818	11.27	20.70	7.46
נזהר	2819	11.26	20.52	8.04
צץ	2820	11.26	20.62	7.68
לכול	2821	11.25	20.54	7.80
הרע	2822	11.25	20.68	7.53
ואחרי	2823	11.25	20.44	8.09
מתכת	2824	11.24	20.91	6.39
מוניטין	2825	11.24	20.63	7.11
שמיים	2826	11.24	20.69	6.96
עיתונות	2827	11.23	20.84	5.88
אריה	2828	11.23	21.49	3.82
איכות	2829	11.23	20.61	7.16
הסגיר	2830	11.20	20.78	6.78
שמציא	2831	11.20	20.50	8.32
זמין	2832	11.20	20.44	7.79
תגלה	2833	11.20	20.52	7.83
תעורר	2834	11.19	20.61	7.17
גריי	2835	11.19	21.73	2.64
ברבר	2836	11.18	21.27	4.21
שהגיע	2837	11.18	20.37	8.27
גורדון	2838	11.18	21.70	2.62
מיידי	2839	11.18	20.47	7.50
תירוץ	2840	11.17	20.39	7.95
טרח	2841	11.17	20.38	8.01
חרב	2842	11.16	21.07	5.42
מכשף	2843	11.16	21.47	3.76
שחת	2844	11.15	20.70	6.31
מאסר	2845	11.15	20.63	6.37
צאו	2846	11.15	20.74	6.26
מעצב	2847	11.15	20.47	7.44
גולף	2848	11.14	20.95	5.33
סף	2849	11.14	20.33	7.83
תחפושת	2850	11.14	21.05	5.13
האורה	2851	11.14	20.58	6.77
דרומי	2852	11.13	20.67	6.37
ביני	2853	11.12	20.32	8.00
תפילה	2854	11.12	20.67	6.11
רם	2855	11.12	20.40	7.27
מקובל	2856	11.12	20.38	7.36
הז	2857	11.12	21.75	1.74
ישנה	2858	11.10	20.34	7.70
איאן	2859	11.09	21.71	1.88
קרול	2860	11.09	21.50	2.83
וינס	2861	11.08	21.76	1.59
נפצע	2862	11.08	20.41	7.26
דייל	2863	11.06	21.34	3.15
התרכז	2864	11.06	20.27	7.59
הנאה	2865	11.06	20.28	7.37
שבא	2866	11.06	20.13	8.22
גופות	2867	11.05	20.53	6.67
תרגיש	2868	11.05	20.22	8.10
כיבד	2869	11.05	20.24	7.53
נבנה	2870	11.04	20.35	7.11
דונה	2871	11.04	21.49	2.52
שיתוף	2872	11.03	20.29	7.22
בטיחות	2873	11.02	20.43	6.74
שדד	2874	11.02	20.51	6.04
מתקפה	2875	11.01	20.74	5.40
עמק	2876	11.01	20.61	5.66
לבי	2877	11.00	20.29	6.87
פקד	2878	11.00	20.70	5.24
כדורסל	2879	10.99	20.86	4.66
איכס	2880	10.99	20.53	6.48
ולם	2881	10.98	20.09	7.96
הוכח	2882	10.98	20.12	7.66
בוסטון	2883	10.98	20.94	3.93
העסיק	2884	10.96	20.11	7.41
בייבי	2885	10.96	20.74	4.59
מדריך	2886	10.96	20.36	6.48
